,natoms,energy,number,has_inversion_symmetry,lgnum,layergroup,bravais_type,thickness,evac,dipz,minhessianeig,dyn_stab,alphax_el,alphay_el,alphaz_el,alphax_lat,alphax,alphay_lat,alphay,alphaz_lat,alphaz,emass_cbm,emass_vbm,is_magnetic,spin_axis,dE_zx,dE_zy,ehull,hform,is_ferroelectric,P_spontaneous_norm,J,lam,A,spin,N_nn,topology,plasmafrequency_x,plasmafrequency_y,halfmetal_gap,halfmetal_gap_dir,gap_gw,vbm_gw,cbm_gw,efermi_gw,E_B
alphay_el,0.3364451683871966,-0.37244171075142324,-0.04224308070057176,-0.2155109801196015,-0.04497111596502488,0.1339603706959445,0.05971486288093095,0.33830991424317586,0.5098483632063198,-0.04560137204667519,0.03736358457316153,-0.1512747260425506,0.9969891006143194,1.0,0.38572543195743514,0.05313161595633135,0.06775688062625175,0.1707482748366754,0.23254092251332875,-0.5232932236564585,0.42210589970623197,-0.06202366630573714,0.04830254270258,-0.03185594665206999,-0.030026107232036428,0.034836584770028496,0.034527047577265664,0.2757071679701898,0.26873830213066713,0.09534664200268411,-0.12188232312170892,0.8495954774316972,-0.7771401931760628,0.10367916677330127,-0.24712953301649532,0.20187316659627466,0.6126571958304187,0.5973144625995679,0.597314462599568,,,-0.48949327374765006,0.47808852547460834,-0.1354725169538806,0.267422199796328,-0.45187480456308976
alphaz_el,0.28913108979895186,-0.06765109293641622,0.08846437746700542,-0.3519549478478996,0.08530351364003345,0.19187284273771196,-0.021637291738285425,0.5797570466271053,0.5905035463643011,0.04411709648670198,0.14264206795425777,0.03749404210528447,0.3861698420642523,0.38572543195743514,1.0,-0.07370266481103716,-0.06600377731986226,-0.032154221845301464,0.0014452232404407865,-0.2946694163641309,0.9762074882664253,-0.03632225340310127,0.006517723420099643,-0.08231443158461883,0.010227378472325611,0.016682298223390787,0.016356888293022,-0.1138525288531879,0.2534871700702197,-0.01625081397892527,0.40391723098284615,0.6728727518405756,-0.5337209051507409,0.0955067195820641,-0.23155782494513363,0.057161691054169926,0.25459303748372397,0.02219236659804579,0.022192366598045788,,,-0.44057860394943793,0.3735861967758005,-0.2048925238158416,0.14559605584706647,-0.4397657311709882
alphax_lat,0.16106562155565923,-0.05133185519425943,-0.017442689360487287,0.12139793638927816,-0.009394341548660689,-0.04230964478888171,0.0610309740286456,0.06744570662674326,-0.09895862721998716,0.008319548462248508,0.012575932149102706,,0.0531587611735861,0.05313161595633135,-0.07370266481103716,1.0,0.9998915728835865,0.8036270593634567,0.7966463225052858,0.03722963821167057,-0.06842927303538923,-0.06471220818038603,-0.0172157242222782,-0.025037053794843406,0.019201464571630338,-0.001815919418531673,-0.0018513484524741851,0.028357284492626613,-0.056628065042232084,-0.002008660320845297,-0.34617557003725585,-0.46550190279664977,0.338581090351476,-0.12971676069552882,0.010660869494670582,-0.024145842198464128,0.31006883008529196,,,,,-0.09687019420858257,-0.017503019151326158,-0.18929495575620153,-0.12938879380839605,-0.13564812433564774
alphax,0.16372966821534624,-0.05425690833963169,-0.0194383851941966,0.11739229994155576,-0.011424427110430495,-0.038192013842659495,0.06325978967065693,0.07128061425293936,-0.09062694367852929,0.007281102199065786,0.01387036844707832,,0.0678577486372742,0.06775688062625175,-0.06600377731986226,0.9998915728835865,1.0,0.8053319626340695,0.7992651948120817,0.029273128801579548,-0.062204219623029376,-0.06673745242027725,-0.014484944465843731,-0.02489906938104998,0.017932608626408438,-0.0007383245051347901,-0.000782503747702704,0.030590016613006376,-0.05089151439042221,0.0007499495578260409,-0.33126819749837794,0.7498504946841262,-0.7324678998497122,0.0288722625876508,0.001701035646250594,0.2979474696549485,0.3159655100363496,,,,,-0.10572697432401792,-0.00853565070446411,-0.1920069745246132,-0.12467504741923918,-0.14462554386531037
alphay_lat,0.2622417482837324,-0.03268425769712688,-0.18708186505024374,0.13010937809849565,-0.1608615105697526,0.15396090565259968,0.3895827084214968,0.03766051688972505,-0.08879708385598661,0.0752713384509807,0.016479730784193902,,0.16424341077604562,0.1707482748366754,-0.032154221845301464,0.8036270593634567,0.8053319626340695,1.0,0.9980098324471819,0.04507108672968891,-0.02331192386399024,-0.09134746536063941,-0.06677469150199136,-0.05545992584567333,0.04330875569618585,-0.004154973789493429,-0.004233033190722978,-0.014974700956947773,0.031603725100104986,0.15869946063291984,-0.3379969207402066,-0.4651093236658761,0.33749722836895224,-0.12861840542939512,0.015595099184492364,-0.021635621932563392,0.2542168699074894,,,,,-0.13566910643635588,0.05407357101485177,-0.1565750079651143,-0.056260843659769806,-0.18512230247856745
alphay,0.2705513486578218,-0.0447479310501276,-0.19246693542817933,0.11081230645144631,-0.16622100797081277,0.16998288113678325,0.3939230761417642,0.05439743421219658,-0.05158362436286394,0.06992965063583087,0.023066227196447815,,0.22580003045369643,0.23254092251332875,0.0014452232404407865,0.7966463225052858,0.7992651948120817,0.9980098324471819,1.0,0.010998973581188308,0.004003289094024173,-0.09927913651898689,-0.05444994980508563,-0.05421850478149885,0.03739154128313375,0.00048561065670132676,0.0003711867516902743,-0.005296221889390468,0.055228326755962294,0.17061930801855327,-0.3304532359479768,0.7488525395059694,-0.7318707262051639,0.02921482159295436,0.0037968848015990553,0.2986603653680402,0.27696980188323467,,,,,-0.1719485001013428,0.09178114259608967,-0.16633722130947984,-0.03543713392060114,-0.22181546277982764
alphaz_lat,0.011564398150504343,0.19777626587389774,0.14484731067356163,0.15346133500671963,0.1517858878876307,-0.243642725122294,-0.0343121686401504,0.03805176644629247,-0.4343674815954919,0.10828111372423568,-0.00016608657166448175,,-0.5373024073756897,-0.5232932236564585,-0.2946694163641309,0.03722963821167057,0.029273128801579548,0.04507108672968891,0.010998973581188308,1.0,-0.08044777137561314,0.1705489881564533,0.18445754619225077,-0.08143972103934953,0.10000066616495128,-0.024906063531256063,-0.02496806381884524,0.041725666392465756,-0.6112140561664394,-0.02982589704006397,0.023474679816982567,-0.67875498781234,0.6254014050560737,-0.04079979319009979,0.1627671786817791,0.25459487287323684,-0.15150043661056584,,,,,0.7571595938699904,-0.7303650670773947,0.28191184314763046,-0.26954323969218447,0.7156361123186099
alphaz,0.2200863006920715,0.001607841806995417,0.15858959836270742,-0.3749885771136434,0.15649361185277957,0.1437746705010849,-0.04479086409277419,0.5559175439593541,0.5084642813698536,0.04081971089121934,0.22006558843784896,,0.4179991444727853,0.42210589970623197,0.9762074882664253,-0.06842927303538923,-0.062204219623029376,-0.02331192386399024,0.004003289094024173,-0.08044777137561314,1.0,-0.02026884607604777,0.06984721062295543,-0.10542330944538415,0.04429335539042648,0.011684757651180211,0.011284642565907327,-0.07443975459686566,0.15339022126592053,-0.03572478875003449,0.4133317102276855,0.5564771930577357,-0.4181859212111616,0.07046370500433154,-0.07086157460002267,0.14159334181751723,0.22357499842933323,,,,,-0.2716089521699664,0.1844814734784973,-0.20818540117461684,0.02740063311543816,-0.28487358960914544
emass_cbm,-0.13830405592445016,0.03459523600199996,0.07412305004005948,-0.21027347336460964,0.06197961465460058,0.1340629059695238,-0.15233295737342362,0.0285248666511566,-0.07754775434024672,0.12121302263477107,-0.025870468641188672,0.05642322908324511,-0.05844001342312343,-0.06202366630573714,-0.03632225340310127,-0.06471220818038603,-0.06673745242027725,-0.09134746536063941,-0.09927913651898689,0.1705489881564533,-0.02026884607604777,1.0,0.057347827508389786,0.09711729225900707,-0.08165915314520432,0.009764500773875067,0.009870141205303605,0.006892301356505027,-0.1378337116579695,-0.12140119530459602,0.8311102651243507,-0.32733045936697636,0.3540710847260294,-0.2446478056954865,-0.272266772680154,-0.8423881452658053,-0.05512712417831244,-0.03973180636664137,-0.03973180636664137,,,0.05350179680474745,-0.09426248844683022,-0.04648416321856627,-0.011986136160056803,0.13580469218145824
emass_vbm,0.08253480603483629,-0.12811906289912323,0.12322408914233093,0.029841898418852385,0.11867031386249965,-0.16002332134056027,-0.06939922939629509,0.12679534818793273,0.0809361806858597,-0.11749541481281278,-0.01849740445761817,0.0606860718539522,0.05152949832595176,0.04830254270258,0.006517723420099643,-0.0172157242222782,-0.014484944465843731,-0.06677469150199136,-0.05444994980508563,0.18445754619225077,0.06984721062295543,0.057347827508389786,1.0,0.015552157444046697,0.005053383164788176,-0.03194246433600507,-0.03191790533806167,0.1790538768228295,-0.17387650242235056,-0.061056815140468484,-0.2561703978822378,-0.24270558876393783,0.17639978627535483,0.2524689264438405,-0.05859947338593469,-0.2737854549307378,0.007889143981648394,-0.005055512153416562,-0.005055512153416564,,,0.20454745066485824,-0.20282000770886371,0.05252978852866251,-0.07913231360212951,0.24660796338641897
is_magnetic,-0.07120988368476762,-0.026724079504410938,0.10128789537653263,0.0508307397912927,0.09947342142743916,-0.15613402619113517,-0.056549909498502096,-0.052087517952001096,-0.024944493793479523,-0.041452965086566367,0.051610501604084404,0.11295248763444717,-0.03173555907543617,-0.03185594665206999,-0.08231443158461883,-0.025037053794843406,-0.02489906938104998,-0.05545992584567333,-0.05421850478149885,-0.08143972103934953,-0.10542330944538415,0.09711729225900707,0.015552157444046697,1.0,-0.6912846863252483,0.06009620565859787,0.06141988433756543,-0.0017031850443355616,-0.03456528093511251,-0.035730315466311106,,,,,,,0.17112485496574317,-0.013357192092221097,-0.013357192092221096,,,-0.06118298896943217,0.08784518844202575,0.024142228830264963,0.06786537810102071,-0.09770978374002848
spin_axis,0.04922630210628094,0.004239766802848883,-0.09179876567758224,0.03402778717780621,-0.0874439834610936,0.08600800678526392,0.0390920864493923,0.018160634277883635,-0.029430070269993,0.028655545255018653,-0.03567754941246873,-0.07808232498403533,-0.03092412554196985,-0.030026107232036428,0.010227378472325611,0.019201464571630338,0.017932608626408438,0.04330875569618585,0.03739154128313375,0.10000066616495128,0.04429335539042648,-0.08165915314520432,0.005053383164788176,-0.6912846863252483,1.0,-0.39317348191594015,-0.39335547005796984,-0.004073821247704176,-0.012385152911166816,0.024699819919430568,,-0.6127654810631903,0.5015317684935527,0.2812253999077122,0.5628954858496751,0.38575837490522974,-0.18471260619314697,0.009233622345656872,0.00923362234565687,,,0.07098769144271963,-0.07650771284461111,0.00915543908398736,-0.04540002349719523,0.029159245063825133
dE_zx,-0.0042794438148446206,0.006746932888852747,-0.006337242251029618,0.04251021321174164,-0.0046776450475819265,-0.02189007146107438,-0.0033984349911970737,-0.006001324327726177,0.018530986043190575,-0.0024901988860857277,0.003101595318543006,0.0067880159265299314,0.03541914989563123,0.034836584770028496,0.016682298223390787,-0.001815919418531673,-0.0007383245051347901,-0.004154973789493429,0.00048561065670132676,-0.024906063531256063,0.011684757651180211,0.009764500773875067,-0.03194246433600507,0.06009620565859787,-0.39317348191594015,1.0,0.999987742175852,-0.10041605721849522,-0.0033472067417053405,-0.002147256386510009,,0.368929934040581,-0.555234517188637,-0.9051566946758921,-0.43189432868884264,0.016051159293613986,0.03281805131183355,-0.0008027165629955147,-0.0008027165629955148,,,0.03143126688762583,0.007309602536464549,0.06428239181941317,0.040107366232974125,0.035307138250599
dE_zy,-0.004373702819609896,0.007066813063810039,-0.006343276160375598,0.043022430341610435,-0.004666136044924052,-0.022237782421691055,-0.003473288900697775,-0.006217182422699445,0.01822705737255929,-0.0025450710049892897,0.0031699110391271365,0.0069375287261479795,0.03510558642640317,0.034527047577265664,0.016356888293022,-0.0018513484524741851,-0.000782503747702704,-0.004233033190722978,0.0003711867516902743,-0.02496806381884524,0.011284642565907327,0.009870141205303605,-0.03191790533806167,0.06141988433756543,-0.39335547005796984,0.999987742175852,1.0,-0.09970189482770755,-0.0030138696618066283,-0.002194551843285542,,0.36708495018943543,-0.554699831565482,-0.9057138567641696,-0.4314705769535213,0.016452299991215124,0.033355499805408015,-0.0008203971933788597,-0.0008203971933788596,,,0.031264209525913945,0.007341194014554152,0.06404374454071432,0.039981219083369345,0.035577604344353864
ehull,-0.05235605863149382,-0.16305407703426014,0.13052633440433262,-0.1966113560371638,0.11900490007850952,-0.05093887904182875,-0.06782445436059914,-0.14599373156334544,-0.027859548537830833,-0.1257516090617292,-0.40776935878266873,-0.37883258367798006,0.2770183581847215,0.2757071679701898,-0.1138525288531879,0.028357284492626613,0.030590016613006376,-0.014974700956947773,-0.005296221889390468,0.041725666392465756,-0.07443975459686566,0.006892301356505027,0.1790538768228295,-0.0017031850443355616,-0.004073821247704176,-0.10041605721849522,-0.09970189482770755,1.0,0.09658673325791485,-0.034400218379565334,-0.7490863448712162,-0.18213205320672976,0.04934917630151842,0.43501374282342953,-0.02535116489641144,-0.4233334758866374,0.32161501944456944,0.13651136461331292,0.13651136461331292,,,-0.11492665972515163,0.017968608993857025,-0.16968216733171548,-0.07876824518032952,0.06600476450474027
hform,0.04056613069857947,0.35693581292407617,-0.28142505209412777,-0.07826030724175437,-0.2780224514750174,0.3340008622872224,0.1826418439913541,-0.017783375963020594,-0.008450276225867246,0.094029694666869,0.2221420825386552,0.024520796443726324,0.269003385035156,0.26873830213066713,0.2534871700702197,-0.056628065042232084,-0.05089151439042221,0.031603725100104986,0.055228326755962294,-0.6112140561664394,0.15339022126592053,-0.1378337116579695,-0.17387650242235056,-0.03456528093511251,-0.012385152911166816,-0.0033472067417053405,-0.0030138696618066283,0.09658673325791485,1.0,0.12351008958778577,-0.4945499881306048,0.24435706016485895,-0.41148243061647566,0.21903345644369682,0.27951292146868734,0.17821323619481938,0.23956556338721077,0.048496451953319426,0.04849645195331942,,,-0.5616842407941041,0.46582877276886747,-0.27649259374949253,0.14633676457637199,-0.5624579360917504
is_ferroelectric,0.19767791193331202,-0.03736302567665774,-0.5602232891512354,-0.10080635255123821,-0.5466914793127282,0.3518522832434026,0.34866010713386303,-0.12503908650203718,-0.07055159039519245,-0.08783845196372676,0.03744859299770437,0.08195835355332426,0.0802124761620951,0.09534664200268411,-0.01625081397892527,-0.002008660320845297,0.0007499495578260409,0.15869946063291984,0.17061930801855327,-0.02982589704006397,-0.03572478875003449,-0.12140119530459602,-0.061056815140468484,-0.035730315466311106,0.024699819919430568,-0.002147256386510009,-0.002194551843285542,-0.034400218379565334,0.12351008958778577,1.0,,,,,,,-0.021898255960873067,-0.009691981955429415,-0.009691981955429411,,,-0.07763523836423672,0.14375950591569242,0.07785852781940047,0.14609556200655865,-0.1147828834414945
P_spontaneous_norm,0.7051141305492177,-0.8185393159478329,-0.7051141305492176,,-0.7051141305492175,0.7051141305492175,0.7051141305492176,0.5576748277751804,0.4914702405718172,0.7047895170756028,-0.017989063544924522,,-0.15956930122311966,-0.12188232312170892,0.40391723098284615,-0.34617557003725585,-0.33126819749837794,-0.3379969207402066,-0.3304532359479768,0.023474679816982567,0.4133317102276855,0.8311102651243507,-0.2561703978822378,,,,,-0.7490863448712162,-0.4945499881306048,,1.0,,,,,,-0.3491231976671434,,,,,0.397858914079205,-0.05904023435766906,0.9115652069209456,0.31082597590973354,0.6759480644354869
J,,-0.07439471769151551,0.5046873538964102,-0.5046873538964102,0.5046873538964104,0.5046873538964102,,0.4482102673941982,0.9234854242920956,0.03707408344546263,-0.44826813900192625,,0.8495954774316968,0.8495954774316972,0.6728727518405756,-0.46550190279664977,0.7498504946841262,-0.4651093236658761,0.7488525395059694,-0.67875498781234,0.5564771930577357,-0.32733045936697636,-0.24270558876393783,,-0.6127654810631903,0.368929934040581,0.36708495018943543,-0.18213205320672976,0.24435706016485895,,,1.0,-0.8052175332103817,-0.026715645360139335,-0.5497040592005538,0.08815457287834913,0.4774074892474523,,,,,-0.22027316900825,0.35381266989822346,0.06596739049919353,0.2877611279737371,-0.13447150403360575
lam,,-0.02792917786636813,-0.21899748383561624,0.21899748383561643,-0.2189974838356165,-0.21899748383561643,,-0.2950878332814001,-0.714372337486491,-0.04116330853851624,0.24038294580134062,,-0.7771401931760629,-0.7771401931760628,-0.5337209051507409,0.338581090351476,-0.7324678998497122,0.33749722836895224,-0.7318707262051639,0.6254014050560737,-0.4181859212111616,0.3540710847260294,0.17639978627535483,,0.5015317684935527,-0.555234517188637,-0.554699831565482,0.04934917630151842,-0.41148243061647566,,,-0.8052175332103817,1.0,0.1678442595628709,0.40369250938662954,-0.136074339873907,-0.46260206868800297,,,,,-0.1468183106410384,-0.10806777783198018,-0.3145123080294893,-0.2827151631640375,0.07076523101470854
