,natoms,energy,number,has_inversion_symmetry,lgnum,layergroup,bravais_type,thickness,evac,dipz,minhessianeig,dyn_stab,alphax_el,alphay_el,alphaz_el,alphax_lat,alphax,alphay_lat,alphay,alphaz_lat,alphaz,emass_cbm,emass_vbm,is_magnetic,spin_axis,dE_zx,dE_zy,ehull,hform,is_ferroelectric,P_spontaneous_norm,J,lam,A,spin,N_nn,topology,plasmafrequency_x,plasmafrequency_y,halfmetal_gap,halfmetal_gap_dir,gap_gw,vbm_gw,cbm_gw,efermi_gw,E_B
minhessianeig,0.03409366495689116,0.1467915824010224,-0.13940946177796754,0.11650462103426354,-0.1311987704096276,0.07921007876034637,0.0401281999266141,0.08318305592585701,-0.015332156670977263,0.02073686445349975,1.0,0.45791296088571587,0.035583862715661496,0.03452248783692382,0.13816789683346853,0.012201798370106497,0.013447488149311822,0.015644579270392346,0.022023755982033492,-0.0007043652183441355,0.21474058568680518,-0.021434652478527477,-0.01284758041803521,0.06169372331317446,-0.043934664771953506,0.004659210894379794,0.004715568571542552,-0.4009975585251919,0.2176819412566783,0.03662356553411057,-0.017989063544924522,-0.5096573607301551,0.2963945876919659,-0.4902083276662051,0.016636517009463433,-0.016890768964167493,0.04968455435030192,-0.0032038995232657533,-0.0032038995232657533,,,-0.0977103427092482,0.23009430365903333,0.16935932414942279,0.27924991268263655,-0.19410769261557184
dyn_stab,-0.052884679282599524,-0.02795102552621463,-0.1652841050982128,0.1493505900022288,-0.15912156590011564,0.06348516429318235,0.00088792940170362,-0.09522490199596147,-0.005370614027965296,-0.055104538525256284,0.45791296088571587,1.0,-0.15091102465208317,-0.1562449637753076,0.029659229794641292,,,,,,,0.0641383826823092,0.07086168004846811,0.13472805660188233,-0.09594544929850977,0.010174883203458456,0.010297958289722808,-0.372934098429321,0.020481204945158787,0.07997931629498622,,,,,,,-0.030784197165875993,-0.1185747554355562,-0.1185747554355562,,,-0.05886546574379626,0.18050739393657178,0.16281784424119747,0.19785200746361795,-0.12016105595572787
alphax_el,0.3388048202086385,-0.3722683286272224,-0.035444856142637246,-0.21701409597484125,-0.042468864739001556,0.13240994384812507,0.05627460572238263,0.3458483009463587,0.5150837905300193,-0.04342990062816192,0.035583862715661496,-0.15091102465208317,1.0,0.9970089404516537,0.39132515537638585,0.05491848550234758,0.06976614560443865,0.16757781235947372,0.22961745100511466,-0.5285056946025728,0.42942400593119945,-0.06612397627072751,0.03840189693583322,-0.07059159205045909,0.00859311857233467,0.03304957727040683,0.03277142151209647,0.2715130509556589,0.27093287460297966,0.08180390179454644,-0.15956930122311966,0.845493723104504,-0.7889144085520783,0.1428732029961215,-0.16076966003918536,0.23210050924964692,0.6129339438725799,0.605451510779067,0.6054515107790669,,,-0.493246928137555,0.47212886032355583,-0.1455307914983433,0.25520703490989144,-0.42463617107730217
alphay_el,0.33867674478389087,-0.3668755218100138,-0.044081482898528375,-0.22269134465151535,-0.0471717684639609,0.14328979607591621,0.06242814715564426,0.34314447165336875,0.5137370339854428,-0.043267480067110335,0.03452248783692382,-0.1562449637753076,0.9970089404516537,1.0,0.3908138251521204,0.05486708303086534,0.06964172868582606,0.1739782311044077,0.23624969257433626,-0.514926446928604,0.43322150711890955,-0.06956164859917595,0.03537350776542415,-0.07023516787347173,0.00897873738359622,0.0324876406144955,0.03221308866712493,0.27025319373012585,0.27061811767322763,0.09686971761626814,-0.12188232312170892,0.845493723104504,-0.788914408552078,0.14287320299612152,-0.16076966003918564,0.23210050924964704,0.6085720552450771,0.5960011207064781,0.5960011207064781,,,-0.48907125203583224,0.4720702973015916,-0.1385834089578024,0.25940477546213747,-0.4224869993418278
alphaz_el,0.2915773150289639,-0.06033461871353601,0.08397372987946611,-0.35401000481299666,0.08054885268799386,0.20151092470640292,-0.017723846542010424,0.5842276058397612,0.5950150061861685,0.04655226978130002,0.13816789683346853,0.029659229794641292,0.39132515537638585,0.3908138251521204,1.0,-0.07102461442278174,-0.06311850824330624,-0.027389710408102983,0.007002709436817069,-0.2900678104464062,0.9765885412159087,-0.04796929878818739,-0.008958721501967385,-0.12386127778904818,0.04997225052958067,0.01599776373912108,0.015725582738654688,-0.1163681845412923,0.26148932334784075,-0.013764563744963028,0.40391723098284615,0.5970118996931213,-0.5097005470935292,0.06166915223466694,-0.06269780651169458,0.31155466097361945,0.2565706774069702,0.02292757484549233,0.02292757484549233,,,-0.4417651411025642,0.3702750124114385,-0.20664059674277502,0.1415489065420707,-0.42737481984998654
alphax_lat,0.1616674995486919,-0.05045552793988534,-0.01801941103934465,0.11592896429027225,-0.010053471989952809,-0.03922475227206134,0.061641811662391854,0.06871211404553698,-0.09608426720673172,0.008754581235210009,0.012201798370106497,,0.05491848550234758,0.05486708303086534,-0.07102461442278174,1.0,0.999889343396946,0.8035835811727512,0.796471824545332,0.03758566980484072,-0.06554422500387048,-0.0654016422540229,-0.018759950802945267,-0.029868185948824948,0.022473803658090923,-0.0017438272020773983,-0.0017689724744775306,0.026785299957715024,-0.05449822567621756,-0.0015464179464378097,-0.34617557003725585,-0.38058256467786866,0.3056879468386404,-0.12288797076863052,-0.04153801983944101,-0.09772208912483683,0.3104050387366931,,,,,-0.09739505957493956,-0.01745265563503371,-0.18764860710391185,-0.12747884347602773,-0.11863275776394334
alphax,0.164429682414188,-0.05326143231536806,-0.02009887634233662,0.11169050016436576,-0.012175114946328574,-0.034841681276275,0.06395286852761574,0.07275581795298794,-0.0875504383177758,0.00777318041827104,0.013447488149311822,,0.06976614560443865,0.06964172868582606,-0.06311850824330624,0.999889343396946,1.0,0.8053338440946054,0.7991530015970654,0.029676724544046382,-0.0590854955038997,-0.06757754722600794,-0.016296880644875424,-0.03089827144271223,0.02222108032400686,-0.0006548775953448679,-0.0006875525736094276,0.028807114693646264,-0.04864760176079348,0.0012703364394332064,-0.33126819749837794,0.7881284885719508,-0.757622263651527,0.1003460406393117,-0.012256467225589119,0.2702326811157521,0.3164232216569896,,,,,-0.10633623794870632,-0.008566720531816317,-0.19048363144164523,-0.12293347674671187,-0.12711074420451848
alphay_lat,0.2635798331181799,-0.03142485064584854,-0.18800351100483814,0.12102254323940974,-0.16200522953312524,0.15750640217991066,0.390487014767159,0.04124610217435044,-0.083501857915555,0.0761700849807469,0.015644579270392346,,0.16757781235947372,0.1739782311044077,-0.027389710408102983,0.8035835811727512,0.8053338440946054,1.0,0.9979758883788736,0.045872389081552514,-0.018223130261117177,-0.09312473885460892,-0.06989018086602876,-0.06618980539755036,0.05037876293873437,-0.003989826916573315,-0.004045013843508422,-0.015163955857536653,0.03377123861125788,0.15955621313258142,-0.3379969207402066,-0.3803810909133744,0.3046699530301293,-0.121887525731185,-0.03656598932313365,-0.09467081865454424,0.2559685282202873,,,,,-0.13691926600311602,0.053212243684504175,-0.15711473384824695,-0.05678973728872316,-0.16991087625269588
alphay,0.27221695501409127,-0.04298296306754498,-0.19366812916803822,0.1008486201724871,-0.16768346841069526,0.17453804894969366,0.39503607457666956,0.05880591127378369,-0.045512409412618506,0.07103970864688473,0.022023755982033492,,0.22961745100511466,0.23624969257433626,0.007002709436817069,0.796471824545332,0.7991530015970654,0.9979758883788736,1.0,0.012011079388619656,0.009995203004012944,-0.10164555810737037,-0.0586562810679752,-0.06977735242036483,0.0486951617231809,0.0006944244038116611,0.0006078455592479065,-0.006379327617973272,0.057823082420735306,0.17164607628417175,-0.3304532359479768,0.7872963474010539,-0.7571544126967498,0.10055614278665227,-0.010455429116800153,0.27105140202004085,0.27915583392874305,,,,,-0.1734797881614811,0.09052918339405357,-0.16735925045605213,-0.03669536628027301,-0.20446364677854045
alphaz_lat,0.012756170622063105,0.19387999134850947,0.14424401554591126,0.14397875414462144,0.15098678291878448,-0.2360217188021969,-0.03328236562547261,0.03945421689338176,-0.42799813366642386,0.10880377760364343,-0.0007043652183441355,,-0.5285056946025728,-0.514926446928604,-0.2900678104464062,0.03758566980484072,0.029676724544046382,0.045872389081552514,0.012011079388619656,1.0,-0.07740973758654329,0.1689893513887107,0.18227432162295987,-0.08118182835567292,0.09985646407664271,-0.025112080882755915,-0.025145815952428627,0.04357711339846953,-0.6029723378281868,-0.029121366858678787,0.023474679816982567,-0.6692249417968253,0.6237909700030884,-0.058260565413355926,0.13902747703780566,0.028439184265414676,-0.14934499263961293,,,,,0.7551296125620041,-0.7236145940204806,0.2762752409863348,-0.26475050194396466,0.5653910582436378
alphaz,0.2244657929031608,0.010581193228271857,0.1500705054301433,-0.37973642353273074,0.14769659884194142,0.15968609387197005,-0.03876469493553096,0.5630944028754307,0.5172353940676477,0.04401717958272131,0.21474058568680518,,0.42942400593119945,0.43322150711890955,0.9765885412159087,-0.06554422500387048,-0.0590854955038997,-0.018223130261117177,0.009995203004012944,-0.07740973758654329,1.0,-0.03351190161057368,0.05181531392736401,-0.16073082737798344,0.08915708018656783,0.012243926990893885,0.01192236047981984,-0.08561928350547575,0.16645532184557277,-0.0315428869678555,0.4133317102276855,0.5598750069575146,-0.4674025746023779,0.11423465696803488,0.022259312305882472,0.34975286925574134,0.2302399518368066,,,,,-0.27620493698196336,0.18467999532555443,-0.21082552739318797,0.026243895886841583,-0.30923238681443843
emass_cbm,-0.1423238957665483,0.027477907004868622,0.0778121169097893,-0.19056605954292005,0.06611146001728498,0.11649165082449224,-0.15446184001831384,0.01443917002056945,-0.09022626275051142,0.11601837919295431,-0.021434652478527477,0.0641383826823092,-0.06612397627072751,-0.06956164859917595,-0.04796929878818739,-0.0654016422540229,-0.06757754722600794,-0.09312473885460892,-0.10164555810737037,0.1689893513887107,-0.03351190161057368,1.0,0.08467357786909233,0.14356461885717187,-0.11825339192575668,0.02515353290874478,0.025305905280454614,0.01707910301568942,-0.14532058616621868,-0.12241639637704696,0.8311102651243507,-0.2773567826686068,0.3444726126379145,-0.33534292109181485,-0.2688350080817404,-0.718799622049623,-0.044507235331401204,-0.040204509083049955,-0.040204509083049955,,,0.05224348492966864,-0.09762818836370141,-0.053580962257891634,-0.02173917021361306,0.16915677685066255
emass_vbm,0.07355152277980898,-0.13146352709573464,0.1250947732252538,0.0522638405476064,0.1213048674871236,-0.1768160589057104,-0.07377440952205605,0.10934839513361319,0.0624186196497101,-0.11939036177992182,-0.01284758041803521,0.07086168004846811,0.03840189693583322,0.03537350776542415,-0.008958721501967385,-0.018759950802945267,-0.016296880644875424,-0.06989018086602876,-0.0586562810679752,0.18227432162295987,0.05181531392736401,0.08467357786909233,1.0,0.09796414771182893,-0.037188983659201494,-0.015118091758751898,-0.015020582299242748,0.1743434986150424,-0.1803465909446846,-0.06349866818321916,-0.2561703978822378,-0.3501632703357035,0.28487929231196996,-0.11313512720709945,-0.03043602260546739,-0.28963322447390344,0.01633686167797508,-0.006322661190084573,-0.0063226611900845725,,,0.2001350460800294,-0.19365521848199777,0.056370638644170655,-0.0718928494804778,0.28319424962120116
is_magnetic,-0.0850782395499816,-0.030778564828232182,0.0959598427608138,0.1373150891071645,0.09736751182865358,-0.20955451469364322,-0.06759038652054,-0.09222322254084184,-0.07660846460583175,-0.049561448731120644,0.06169372331317446,0.13472805660188233,-0.07059159205045909,-0.07023516787347173,-0.12386127778904818,-0.029868185948824948,-0.03089827144271223,-0.06618980539755036,-0.06977735242036483,-0.08118182835567292,-0.16073082737798344,0.14356461885717187,0.09796414771182893,1.0,-0.7121415666376426,0.07552163565696624,0.07643514312800487,-0.016858868464337862,-0.05587596379935538,-0.042723745170635,,,,,,,0.13549465312190578,-0.015975346361875985,-0.015975346361875985,,,-0.04248807277902558,0.08422047680622911,0.05066657716958286,0.07612488026198022,0.2172897559989324
spin_axis,0.06058775079989602,-0.0015379185306140678,-0.08380911334841747,-0.04971793279291293,-0.08260999324037775,0.13382285263820462,0.048133923746380744,0.05548789069129689,0.020199376599177105,0.0352945325021782,-0.043934664771953506,-0.09594544929850977,0.00859311857233467,0.00897873738359622,0.04997225052958067,0.022473803658090923,0.02222108032400686,0.05037876293873437,0.0486951617231809,0.09985646407664271,0.08915708018656783,-0.11825339192575668,-0.037188983659201494,-0.7121415666376426,1.0,-0.34381686298254877,-0.3435671319900839,0.009141745512869871,-0.003790812396099836,0.030425354818443173,,-0.5048774637939862,0.3722874432186491,0.26702854005143223,0.5458876181922263,0.24369001340092422,-0.1440954520902493,0.011376708185725162,0.01137670818572516,,,0.055329601713770236,-0.0474969227959587,0.024253911974354374,-0.011284503856846602,-0.18482099364405186
dE_zx,-0.0064252478096298036,0.009743903723948531,-0.00614781766767321,0.05198633980321152,-0.004135508510221623,-0.0291666589949477,-0.005104536544717745,-0.008495669614490798,0.014883830226493528,-0.0037420161421120846,0.004659210894379794,0.010174883203458456,0.03304957727040683,0.0324876406144955,0.01599776373912108,-0.0017438272020773983,-0.0006548775953448679,-0.003989826916573315,0.0006944244038116611,-0.025112080882755915,0.012243926990893885,0.02515353290874478,-0.015118091758751898,0.07552163565696624,-0.34381686298254877,1.0,0.999987330897149,-0.1024133322918835,0.0016393178673711972,-0.003226567116677767,,0.3350431286515817,-0.5186268809041101,-0.8696043825779846,-0.39486630655270616,0.025464416603501523,0.04604708698860381,-0.0012064842874354384,-0.0012064842874354384,,,0.02507576960295578,0.008583839204072989,0.05468777137386072,0.03534674969271858,0.041246768356125826
dE_zy,-0.0065029674170815404,0.010045338102190576,-0.0061552239799245075,0.05240713683295805,-0.004128101598142595,-0.029452770976475542,-0.005166280867774657,-0.00867386445857814,0.014615554988229907,-0.003787293040917211,0.004715568571542552,0.010297958289722808,0.03277142151209647,0.03221308866712493,0.015725582738654688,-0.0017689724744775306,-0.0006875525736094276,-0.004045013843508422,0.0006078455592479065,-0.025145815952428627,0.01192236047981984,0.025305905280454614,-0.015020582299242748,0.07643514312800487,-0.3435671319900839,0.999987330897149,1.0,-0.1016715188236618,0.001970439824103616,-0.003265595577081898,,0.3336137178730903,-0.518359324039649,-0.8700023878156747,-0.3942053245266834,0.02579730522164904,0.04667461558873913,-0.0012210778856894446,-0.0012210778856894444,,,0.024872762238729446,0.008628061957832459,0.05441005779633804,0.03521301575912272,0.04126224605187373
ehull,-0.050022149061201844,-0.17600724158551762,0.13465850236345892,-0.21603965390974808,0.12218821901141218,-0.03807972647766156,-0.06548678288286168,-0.1474631391053801,-0.030275238056207906,-0.12262778262315338,-0.4009975585251919,-0.372934098429321,0.2715130509556589,0.27025319373012585,-0.1163681845412923,0.026785299957715024,0.028807114693646264,-0.015163955857536653,-0.006379327617973272,0.04357711339846953,-0.08561928350547575,0.01707910301568942,0.1743434986150424,-0.016858868464337862,0.009141745512869871,-0.1024133322918835,-0.1016715188236618,1.0,0.07008008877909698,-0.033097983428829005,-0.7490863448712162,-0.0293778461968842,0.007022064909665716,0.3629410116992933,-0.1663291297053041,-0.6561385652189428,0.3097156286072003,0.13424362517822594,0.13424362517822594,,,-0.10509543826914641,-0.0018244447678928207,-0.17964175253870054,-0.09970484897570493,0.05219834367909547
hform,0.04236317228575523,0.3659519068135362,-0.2839686392991468,-0.06832702536167741,-0.2801636098441506,0.3283979073366765,0.18218654844641444,-0.007439953574711907,0.0012832696356146953,0.09422808211642911,0.2176819412566783,0.020481204945158787,0.27093287460297966,0.27061811767322763,0.26148932334784075,-0.05449822567621756,-0.04864760176079348,0.03377123861125788,0.057823082420735306,-0.6029723378281868,0.16645532184557277,-0.14532058616621868,-0.1803465909446846,-0.05587596379935538,-0.003790812396099836,0.0016393178673711972,0.001970439824103616,0.07008008877909698,1.0,0.12317108227625582,-0.4945499881306048,0.16736997994869257,-0.32874985228003534,0.10304256946262438,0.33681416997006886,0.49007871415641746,0.24274788184006424,0.04835280126142193,0.04835280126142192,,,-0.5625845867304179,0.4665988141927704,-0.27032951117393017,0.14988155899755465,-0.5094085690374947
is_ferroelectric,0.1985022069840946,-0.036801656267673226,-0.5600221451632439,-0.10259318846220049,-0.5466700206187776,0.35112645985235286,0.3491937215684405,-0.12230714018044826,-0.06774105431500113,-0.08714457872004017,0.03662356553411057,0.07997931629498622,0.08180390179454644,0.09686971761626814,-0.013764563744963028,-0.0015464179464378097,0.0012703364394332064,0.15955621313258142,0.17164607628417175,-0.029121366858678787,-0.0315428869678555,-0.12241639637704696,-0.06349866818321916,-0.042723745170635,0.030425354818443173,-0.003226567116677767,-0.003265595577081898,-0.033097983428829005,0.12317108227625582,1.0,,,,,,,-0.021443982885552458,-0.009483527869581,-0.009483527869580998,,,-0.07778458746358614,0.14220679414389162,0.07537328510610772,0.14294737966756937,-0.10866908323967431
P_spontaneous_norm,0.7051141305492177,-0.8185393159478329,-0.7051141305492176,,-0.7051141305492175,0.7051141305492175,0.7051141305492176,0.5576748277751804,0.4914702405718172,0.7047895170756028,-0.017989063544924522,,-0.15956930122311966,-0.12188232312170892,0.40391723098284615,-0.34617557003725585,-0.33126819749837794,-0.3379969207402066,-0.3304532359479768,0.023474679816982567,0.4133317102276855,0.8311102651243507,-0.2561703978822378,,,,,-0.7490863448712162,-0.4945499881306048,,1.0,,,,,,-0.3491231976671434,,,,,0.397858914079205,-0.05904023435766906,0.9115652069209456,0.31082597590973354,0.6759480644354869
J,,-0.09978737640417214,0.5694551476587866,-0.5694551476587865,0.5694551476587866,0.5694551476587866,,0.44524217195459664,0.8767400920183638,-0.024596814085525675,-0.5096573607301551,,0.845493723104504,0.845493723104504,0.5970118996931213,-0.38058256467786866,0.7881284885719508,-0.3803810909133744,0.7872963474010539,-0.6692249417968253,0.5598750069575146,-0.2773567826686068,-0.3501632703357035,,-0.5048774637939862,0.3350431286515817,0.3336137178730903,-0.0293778461968842,0.16736997994869257,,,1.0,-0.8148244919887487,0.06252204697208763,-0.4948393994040294,0.02603354611477394,0.478088212165326,,,,,-0.24852049646585062,0.20267626609172876,-0.07915013066900381,0.0798527439748482,-0.35134539305712265
lam,,-0.011547523838235223,-0.2999095523748143,0.2999095523748144,-0.2999095523748144,-0.2999095523748144,,-0.35170624151512847,-0.7254627561579337,0.06155320692187286,0.2963945876919659,,-0.7889144085520783,-0.788914408552078,-0.5097005470935292,0.3056879468386404,-0.757622263651527,0.3046699530301293,-0.7571544126967498,0.6237909700030884,-0.4674025746023779,0.3444726126379145,0.28487929231196996,,0.3722874432186491,-0.5186268809041101,-0.518359324039649,0.007022064909665716,-0.32874985228003534,,,-0.8148244919887487,1.0,0.06544668979462967,0.3382656900143143,-0.127282922370555,-0.45939195327654103,,,,,-0.05553585823696663,-0.12485416030206095,-0.19697213977279693,-0.1951765472642325,0.29078920280781373
